corrected_tweet,class,cleaned_text,synonym_replacement
aria is a snake and a coward but at least he int a cripple like your hero roach laos,0,aria is a snake and a coward but at least he int a cripple like your hero roach laos,aria is a snake and a coward but at least he int a cripple like your hero roach laos
fosters home for imaginary trash whoa chill that show was everything of,2,fosters home for imaginary trash whoa chill that show was everything of,fosters home for imaginary trash whoa chill that show was everything of
i am lower tired if you tired be quiet and go to sleep hoe,1,i am lower tired if you tired be quiet and go to sleep hoe,i am lower tired if you tired be quiet and go to sleep hoe
stop bringing weird niggers into my mentions,1,stop bringing weird niggers into my mentions,stop bringing weird niggers into my mentions
we done love these hoes,1,we done love these hoes,we make love these hoes
if to girl cant have homeboys you a of weak bitch ass nigga,1,if to girl cant have homeboys you a of weak bitch ass nigga,if to girl cant have homeboys you a of weak bitch ass nigga
i think worst advice i gave you was done be a pussy and speed up low,1,i think worst advice i gave you was done be a pussy and speed up low,i think worst advice i gave you was done be a pussy and speed up low
quote this tweet with your favourite animalpussy,1,quote this tweet with your favourite animalpussy,quote this tweet with your favourite animalpussy
i hate when strippers tell you there dancers hoe ballet dancers done pop their pussy to beethoven you a stripper,1,i hate when strippers tell you there dancers hoe ballet dancers done pop their pussy to beethoven you a stripper,i hate when strippers tell you there dancers hoe ballet dancers done pop their pussy to beethoven you angstrom stripper
andrewbryant off has double vision after beers off double pussy sch,1,andrewbryant off has double vision after beers off double pussy sch,andrewbryant off hour_angle double vision after beers off double pussy sch
when bitches tweak on they computer me in a in a damn,1,when bitches tweak on they computer me in a in a damn,when bitches tweak on they computer me inch a inch a damn
prince this is art nobody takin his bitch,1,prince this is art nobody takin his bitch,prince this be art nobody takin his bitch
of welfaregovernment aid is claimed by white people so all black slander is trash now,2,of welfaregovernment aid is claimed by white people so all black slander is trash now,of welfaregovernment aid is claimed by white people so all black slander is trash now
these bitches done care they just play that role,1,these bitches done care they just play that role,these bitch done care they just play that role
it took a while for you to find me but i was hiding in they lime tree dis bitch in a wrong tree bro,1,it took a while for you to find me but i was hiding in they lime tree dis bitch in a wrong tree bro,it took a while for you to find me merely i was hiding in they lime tree dis bitch in a wrong tree bro
drakes new shoes that will be released by nikejordan yes there glitter on they shoes dudes a fag,0,drakes new shoes that will be released by nikejordan yes there glitter on they shoes dudes a fag,drakes new shoes that will be released by nikejordan yes there glitter on they shoes dudes a fag
inn i ghetto you alone laos,2,inn i ghetto you alone laos,inn i ghetto you alone laos
hoes austin teach us austin teach a how to get curved that all i know,2,hoes austin teach us austin teach a how to get curved that all i know,hoes austin Teach us austin Teach a how to get curved that all i know
bitches cant cook but know how to suck dick so to they ones that can do both,1,bitches cant cook but know how to suck dick so to they ones that can do both,bitches cant cook but know how to suck dick so to they ones that can bash both
fat hoes get chose low,1,fat hoes get chose low,fat hoe get chose low
hoesaintloyal well there fresno one expects them to be loyal,1,hoesaintloyal well there fresno one expects them to be loyal,hoesaintloyal well there fresno one expects them to be loyal
of bitch ass,1,of bitch ass,of bitch buttocks
brush in tired of niggas retweetin miles cyrus naked that bitch int no types of bad magoo,1,brush in tired of niggas retweetin miles cyrus naked that bitch int no types of bad magoo,brush in tired of nigger retweetin miles cyrus naked that bitch int no types of bad magoo
just because tony room at they maps game done mean he still not a bitch lao fun them cowgirls low bitch fuck you,1,just because tony room at they maps game done mean he still not a bitch lao fun them cowgirls low bitch fuck you,just because tony room astatine they maps game done mean he still not a bitch lao fun them cowgirls low bitch fuck you
holy shit freddie highmore was in charlie and they chocolate factory me rolls on they floor laughing,1,holy shit freddie highmore was in charlie and they chocolate factory me rolls on they floor laughing,holy crap freddie highmore was in charlie and they chocolate factory me rolls on they floor laughing
i done want to have sex with my of because i feel like in using her anonymous what faggot,1,i done want to have sex with my of because i feel like in using her anonymous what faggot,i done want to have sexual_activity with my of because i feel like in using her anonymous what faggot
one of your followers with this somebody bitch if you done,1,one of your followers with this somebody bitch if you done,one of your followers with this somebody bitch if you done
if a bitch always bitching clearly she care or just an annoying bitch,1,if a bitch always bitching clearly she care or just an annoying bitch,if a bitch always bitching clearly she care or just an annoying bitch
these catfish hoes thinking they slick but niggas catching on,1,these catfish hoes thinking they slick but niggas catching on,these catfish hoes thinking they slick merely niggas catching on
cant worry about a bitch that int worried bout me real,1,cant worry about a bitch that int worried bout me real,cant worry about a bitch that int worried bout me real
side hoes are for insecure niggas that cant handle a real one,1,side hoes are for insecure niggas that cant handle a real one,side hoes are for insecure niggas that cant handle a real one
lao this bitch come scooting in they tent like she about to fuck some shit up,1,lao this bitch come scooting in they tent like she about to fuck some shit up,lao this bitch come dart in they tent like she about to fuck some shit up
my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers,1,my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers,my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers
in hungry but inn wanna spend my money on foodbroke hoe problems,1,in hungry but inn wanna spend my money on foodbroke hoe problems,in hungry but inn wanna spend my money on foodbroke hoe problems
desk hoes be lynn to all of us nigga,1,desk hoes be lynn to all of us nigga,desk hoes be lynn to all of us nigger
